,id,year,zip_code,city,state,request_type,request_id,count
254139,3061030031,2017,11435,Jamaica,NY,county,FIPS:42101,22358.0
254140,3061030031,2018,11435,Jamaica,NY,county,FIPS:42101,22273.0
254141,3061030031,2019,11435,Jamaica,NY,county,FIPS:42101,22136.0
254142,3061030031,2020,11435,Jamaica,NY,county,FIPS:42045,22016.0
254143,3061030031,2021,11435,Jamaica,NY,county,FIPS:42101,21824.0
255169,4000190019,2010,11109,Long Island City,NY,county,FIPS:42101,22192.0
255170,4000190019,2011,11109,Long Island City,NY,county,FIPS:42101,22310.0
255171,4000190019,2012,11109,Long Island City,NY,county,FIPS:42101,22437.0
255172,4000190019,2013,11109,Long Island City,NY,county,FIPS:42101,22463.0
255173,4000190019,2014,11109,Long Island City,NY,county,FIPS:42101,22411.0
255174,4000190019,2015,11109,Long Island City,NY,county,FIPS:42101,22391.0
255175,4000190019,2020,11109,Long Island City,NY,county,FIPS:42101,22016.0
255241,4001607501,2014,11104,Sunnyside,NY,county,FIPS:42091,22411.0
255243,4001607501,2018,11104,Sunnyside,NY,county,FIPS:42091,22273.0
255245,4001607501,2020,11104,Sunnyside,NY,county,FIPS:42091,22016.0
255247,4001610033,2011,11104,Sunnyside,NY,county,FIPS:42091,22310.0
255283,4001890019,2010,11104,Sunnyside,NY,county,FIPS:42091,22192.0
255285,4001890019,2012,11104,Sunnyside,NY,county,FIPS:42091,22437.0
255294,4001900025,2010,11104,Sunnyside,NY,county,FIPS:42017,22192.0
255296,4001900025,2014,11104,Sunnyside,NY,county,FIPS:42017,22411.0
255391,4005660001,2017,11106,Astoria,NY,county,FIPS:42091,22358.0
255393,4005660001,2019,11106,Astoria,NY,county,FIPS:42091,22136.0
255395,4005660001,2021,11106,Astoria,NY,county,FIPS:42091,21824.0
255531,4009477501,2017,11370,East Elmhurst,NY,county,FIPS:42017,22358.0
255533,4009477501,2019,11370,East Elmhurst,NY,county,FIPS:42017,22136.0
255535,4009477501,2021,11370,East Elmhurst,NY,county,FIPS:42017,21824.0
255537,4009727501,2013,11370,East Elmhurst,NY,county,FIPS:42017,22463.0
255539,4009727501,2015,11370,East Elmhurst,NY,county,FIPS:42017,22391.0
255590,4011310017,2016,11377,Woodside,NY,county,FIPS:42091,22360.0
257057,4068070002,2019,11367,Flushing,NY,county,FIPS:36061,22136.0
257060,4068090001,2010,11367,Flushing,NY,county,FIPS:36061,22192.0
257061,4068090001,2011,11367,Flushing,NY,county,FIPS:36061,22310.0
257062,4068090001,2013,11367,Flushing,NY,county,FIPS:36061,22463.0
257063,4068090001,2014,11367,Flushing,NY,county,FIPS:36061,22411.0
257064,4068090001,2016,11367,Flushing,NY,county,FIPS:36061,22360.0
257065,4068090001,2018,11367,Flushing,NY,county,FIPS:36061,22273.0
257070,4071170008,2012,11365,Fresh Meadows,NY,county,FIPS:36061,22437.0
257076,4073480001,2015,11364,Oakland Gardens,NY,county,FIPS:36061,22391.0
257091,4076380012,2017,11364,Oakland Gardens,NY,county,FIPS:36061,22358.0
257146,4083590006,2016,11362,Little Neck,NY,county,FIPS:36047,22360.0
257150,4083630001,2013,11362,Little Neck,NY,county,FIPS:36047,22463.0
257152,4083630001,2017,11362,Little Neck,NY,county,FIPS:36047,22358.0
257156,4084420001,2012,11004,Glen Oaks,NY,county,FIPS:36047,22437.0
257158,4084420001,2014,11004,Glen Oaks,NY,county,FIPS:36047,22411.0
257162,4084420001,2018,11004,Glen Oaks,NY,county,FIPS:36047,22273.0
257166,4084460001,2010,11004,Glen Oaks,NY,county,FIPS:36047,22192.0
257170,4084460001,2015,11004,Glen Oaks,NY,county,FIPS:36047,22391.0
257174,4084460001,2019,11004,Glen Oaks,NY,county,FIPS:36047,22136.0
257178,4087430102,2011,11040,New Hyde Park,NY,county,FIPS:36047,22310.0
265588,2032940030,2018,10458,Bronx,NY,county,FIPS:36119,22273.0
265596,2032990021,2010,10458,Bronx,NY,county,FIPS:36119,22192.0
265598,2032990021,2012,10458,Bronx,NY,county,FIPS:36119,22437.0
265600,2032990021,2014,10458,Bronx,NY,county,FIPS:36119,22411.0
265602,2032990021,2016,10458,Bronx,NY,county,FIPS:36119,22360.0
265604,2032990021,2019,10458,Bronx,NY,county,FIPS:36119,22136.0
265606,2032990021,2021,10458,Bronx,NY,county,FIPS:36119,21824.0
266193,2041700001,2017,10461,Bronx,NY,county,FIPS:36119,22358.0
266206,2042210001,2015,10464,Bronx,NY,county,FIPS:36119,22391.0
266222,2042900008,2011,10462,Bronx,NY,county,FIPS:36119,22310.0
266224,2042900008,2013,10462,Bronx,NY,county,FIPS:36119,22463.0
268167,3036030025,2013,10705,Yonkers,NY,city,CITY:US360031,22463.0
268168,3036030025,2014,10705,Yonkers,NY,city,CITY:US360031,22411.0
268169,3036030025,2015,10705,Yonkers,NY,city,CITY:US360031,22391.0
268170,3036030025,2016,10705,Yonkers,NY,city,CITY:US360031,22360.0
268171,3036030025,2017,10705,Yonkers,NY,city,CITY:US360031,22358.0
268172,3036030025,2018,10705,Yonkers,NY,city,CITY:US360031,22273.0
268173,3036030025,2019,10705,Yonkers,NY,city,CITY:US360031,22136.0
268174,3036030025,2020,10705,Yonkers,NY,city,CITY:US360031,22016.0
268175,3036030025,2021,10705,Yonkers,NY,city,CITY:US360031,21824.0
268244,3044860001,2011,11201,Brooklyn,NY,county,FIPS:36081,22310.0
268246,3046120030,2017,10128,New York,NY,county,FIPS:36081,22358.0
268248,3046150011,2018,11212,Brooklyn,NY,county,FIPS:36081,22273.0
268413,3050240001,2012,11225,Brooklyn,NY,county,FIPS:36081,22437.0
268421,3050240026,2019,11225,Brooklyn,NY,county,FIPS:36081,22136.0
270567,4002010001,2013,11104,Sunnyside,NY,county,FIPS:36081,22463.0
270568,4002010001,2014,11104,Sunnyside,NY,county,FIPS:36081,22411.0
270573,4002360066,2010,11101,Long Island City,NY,county,FIPS:36081,22192.0
270578,4002360066,2015,11101,Long Island City,NY,county,FIPS:36081,22391.0
270579,4002360066,2016,11101,Long Island City,NY,county,FIPS:36081,22360.0
272546,4097110032,2017,11435,Jamaica,NY,county,FIPS:36059,22358.0
272548,4097110032,2019,11435,Jamaica,NY,county,FIPS:36059,22136.0
272550,4097110032,2021,11435,Jamaica,NY,county,FIPS:36059,21824.0
272552,4097110075,2012,11435,Jamaica,NY,county,FIPS:36059,22437.0
272554,4097110075,2014,11435,Jamaica,NY,county,FIPS:36059,22411.0
272556,4097110075,2016,11435,Jamaica,NY,county,FIPS:36059,22360.0
272558,4097110075,2018,11435,Jamaica,NY,county,FIPS:36059,22273.0
272560,4097110075,2020,11435,Jamaica,NY,county,FIPS:36059,22016.0
272562,4097120161,2010,11370,East Elmhurst,NY,county,FIPS:36059,22192.0
272588,4097180002,2013,11435,Jamaica,NY,county,FIPS:36059,22463.0
272590,4097180002,2015,11435,Jamaica,NY,county,FIPS:36059,22391.0
272602,4097640082,2011,11432,Jamaica,NY,county,FIPS:36059,22310.0
326439,2028140073,2019,10457,Bronx,NY,county,FIPS:36085,22136.0
326440,2028140073,2020,10457,Bronx,NY,county,FIPS:36085,22016.0
326441,2028140073,2021,10457,Bronx,NY,county,FIPS:36085,21824.0
326442,2028140082,2017,10457,Bronx,NY,county,FIPS:36085,22358.0
326443,2028140082,2018,10457,Bronx,NY,county,FIPS:36085,22273.0
