,id,year,zip_code,city,state,request_type,request_id,count
36669,6781124,2019,96150,South Lake Tahoe,CA,zip,ZIP:96150,22136.0
36670,6781124,2020,96150,South Lake Tahoe,CA,zip,ZIP:96150,22016.0
36671,6781124,2021,96150,South Lake Tahoe,CA,zip,ZIP:96150,21824.0
36672,6781124,2022,96150,South Lake Tahoe,CA,zip,ZIP:96150,21561.0
36691,6781197,2019,95973,Chico,CA,zip,ZIP:95973,22136.0
36692,6781197,2020,95973,Chico,CA,zip,ZIP:95973,22016.0
36693,6781197,2021,95973,Chico,CA,zip,ZIP:95973,21824.0
36694,6781197,2022,95973,Chico,CA,zip,ZIP:95973,21561.0
36972,6784665,2019,93446,Paso Robles,CA,zip,ZIP:93446,22136.0
36973,6784665,2020,93446,Paso Robles,CA,zip,ZIP:93446,22016.0
36974,6784665,2021,93446,Paso Robles,CA,zip,ZIP:93446,21824.0
36975,6784665,2022,93446,Paso Robles,CA,zip,ZIP:93446,21561.0
37043,6789202,2019,96007,Anderson,CA,zip,ZIP:96007,22136.0
37045,6789204,2019,95945,Grass Valley,CA,zip,ZIP:95945,22136.0
37049,6789211,2019,95966,Oroville,CA,zip,ZIP:95966,22136.0
37052,6789215,2019,95648,Lincoln,CA,zip,ZIP:95648,22136.0
37053,6789216,2019,94513,Brentwood,CA,zip,ZIP:94513,22136.0
37078,6791530,2019,94114,San Francisco,CA,zip,ZIP:94114,22136.0
37939,6801441,2019,95354,Modesto,CA,zip,ZIP:95354,22136.0
38020,6803516,2021,94132,San Francisco,CA,zip,ZIP:94132,21824.0
38026,6803518,2019,92211,Palm Desert,CA,zip,ZIP:92211,22136.0
38027,6803518,2020,92211,Palm Desert,CA,zip,ZIP:92211,22016.0
38028,6803518,2021,92211,Palm Desert,CA,zip,ZIP:92211,21824.0
38029,6803518,2022,92211,Palm Desert,CA,zip,ZIP:92211,21561.0
38033,6803525,2019,92504,Riverside,CA,zip,ZIP:92504,22136.0
38036,6803525,2022,92504,Riverside,CA,zip,ZIP:92504,21561.0
38089,6803708,2019,95822,Sacramento,CA,zip,ZIP:95822,22136.0
38090,6803708,2020,95822,Sacramento,CA,zip,ZIP:95822,22016.0
38091,6803708,2021,95822,Sacramento,CA,zip,ZIP:95822,21824.0
38092,6803708,2022,95822,Sacramento,CA,zip,ZIP:95822,21561.0
38174,6805431,2019,95776,Woodland,CA,zip,ZIP:95776,22136.0
38234,6805450,2020,95648,Lincoln,CA,zip,ZIP:95648,22016.0
38235,6805450,2021,95648,Lincoln,CA,zip,ZIP:95648,21824.0
38236,6805450,2022,95648,Lincoln,CA,zip,ZIP:95648,21561.0
38372,6810703,2019,92243,El Centro,CA,city,CITY:US060008,22136.0
38411,6811943,2019,93405,San Luis Obispo,CA,zip,ZIP:93405,22136.0
38412,6811943,2020,93405,San Luis Obispo,CA,zip,ZIP:93405,22016.0
38582,6815852,2019,93308,Bakersfield,CA,zip,ZIP:93308,22136.0
38583,6815852,2020,93308,Bakersfield,CA,zip,ZIP:93308,22016.0
38584,6815852,2021,93308,Bakersfield,CA,zip,ZIP:93308,21824.0
38585,6815852,2022,93308,Bakersfield,CA,zip,ZIP:93308,21561.0
38598,6816201,2019,94621,Oakland,CA,zip,ZIP:94621,22136.0
38599,6816201,2020,94621,Oakland,CA,zip,ZIP:94621,22016.0
38600,6816201,2021,94621,Oakland,CA,zip,ZIP:94621,21824.0
38601,6816201,2022,94621,Oakland,CA,zip,ZIP:94621,21561.0
38619,6819259,2019,94952,Petaluma,CA,zip,ZIP:94952,22136.0
38939,6829536,2018,92009,Carlsbad,CA,zip,ZIP:92009,22273.0
39066,6832896,2019,95062,Santa Cruz,CA,city,CITY:US060037,22136.0
39067,6832896,2020,95062,Santa Cruz,CA,city,CITY:US060037,22016.0
39068,6832896,2021,95062,Santa Cruz,CA,city,CITY:US060037,21824.0
39069,6832896,2022,95062,Santa Cruz,CA,city,CITY:US060037,21561.0
39070,6832897,2019,93210,Coalinga,CA,city,CITY:US060007,22136.0
39071,6832897,2020,93210,Coalinga,CA,city,CITY:US060007,22016.0
39072,6832897,2021,93210,Coalinga,CA,city,CITY:US060007,21824.0
39073,6832897,2022,93210,Coalinga,CA,city,CITY:US060007,21561.0
39083,6833290,2019,95340,Merced,CA,city,CITY:US060014,22136.0
39134,6833377,2020,95945,Grass Valley,CA,zip,ZIP:95945,22016.0
39135,6833377,2021,95945,Grass Valley,CA,zip,ZIP:95945,21824.0
39136,6833377,2022,95945,Grass Valley,CA,zip,ZIP:95945,21561.0
39262,6835939,2019,92020,El Cajon,CA,zip,ZIP:92020,22136.0
39370,6837387,2020,93960,Soledad,CA,city,CITY:US060041,22016.0
39371,6837387,2021,93960,Soledad,CA,city,CITY:US060041,21824.0
39372,6837387,2022,93960,Soledad,CA,city,CITY:US060041,21561.0
39377,6837392,2019,95076,Watsonville,CA,zip,ZIP:95076,22136.0
39380,6837392,2022,95076,Watsonville,CA,zip,ZIP:95076,21561.0
39600,6842238,2019,93560,Rosamond,CA,city,CITY:US060026,22136.0
39746,6852155,2019,93550,Palmdale,CA,zip,ZIP:93550,22136.0
39853,6860518,2019,93212,Corcoran,CA,zip,ZIP:93212,22136.0
39955,6863322,2019,94947,Novato,CA,zip,ZIP:94947,22136.0
39956,6863322,2020,94947,Novato,CA,zip,ZIP:94947,22016.0
39957,6863322,2021,94947,Novato,CA,zip,ZIP:94947,21824.0
39958,6863322,2022,94947,Novato,CA,zip,ZIP:94947,21561.0
40081,6865584,2019,93940,Monterey,CA,zip,ZIP:93940,22136.0
40168,6866057,2020,94513,Brentwood,CA,zip,ZIP:94513,22016.0
40169,6866057,2021,94513,Brentwood,CA,zip,ZIP:94513,21824.0
40324,6868904,2021,93458,Santa Maria,CA,city,CITY:US060038,21824.0
40325,6868904,2022,93458,Santa Maria,CA,city,CITY:US060038,21561.0
40344,6869173,2019,95023,Hollister,CA,zip,ZIP:95023,22136.0
40345,6869173,2020,95023,Hollister,CA,zip,ZIP:95023,22016.0
40346,6869173,2021,95023,Hollister,CA,zip,ZIP:95023,21824.0
40347,6869173,2022,95023,Hollister,CA,zip,ZIP:95023,21561.0
40603,6875808,2021,95864,Sacramento,CA,zip,ZIP:95864,21824.0
40604,6875808,2022,95864,Sacramento,CA,zip,ZIP:95864,21561.0
40708,6876267,2019,92233,Calipatria,CA,zip,ZIP:92233,22136.0
40709,6876267,2020,92233,Calipatria,CA,zip,ZIP:92233,22016.0
40710,6876267,2021,92233,Calipatria,CA,zip,ZIP:92233,21824.0
40711,6876267,2022,92233,Calipatria,CA,zip,ZIP:92233,21561.0
41008,6877455,2019,93401,San Luis Obispo,CA,zip,ZIP:93401,22136.0
41009,6877455,2020,93401,San Luis Obispo,CA,zip,ZIP:93401,22016.0
41010,6877455,2021,93401,San Luis Obispo,CA,zip,ZIP:93401,21824.0
41011,6877455,2022,93401,San Luis Obispo,CA,zip,ZIP:93401,21561.0
41079,6877898,2021,96007,Anderson,CA,zip,ZIP:96007,21824.0
41080,6877898,2022,96007,Anderson,CA,zip,ZIP:96007,21561.0
41138,6879617,2018,91342,Sylmar,CA,zip,ZIP:91342,22273.0
41153,6879689,2022,92243,El Centro,CA,city,CITY:US060008,21561.0
41211,6880341,2019,92883,Corona,CA,zip,ZIP:92883,22136.0
41283,6884486,2019,95713,Colfax,CA,zip,ZIP:95713,22136.0
41284,6884486,2020,95713,Colfax,CA,zip,ZIP:95713,22016.0
41285,6884486,2021,95713,Colfax,CA,zip,ZIP:95713,21824.0
41286,6884486,2022,95713,Colfax,CA,zip,ZIP:95713,21561.0
41440,6896200,2019,91301,Agoura Hills,CA,zip,ZIP:91301,22136.0
41441,6896200,2020,91301,Agoura Hills,CA,zip,ZIP:91301,22016.0
41442,6896200,2021,91301,Agoura Hills,CA,zip,ZIP:91301,21824.0
41443,6896200,2022,91301,Agoura Hills,CA,zip,ZIP:91301,21561.0
41478,6897043,2019,93105,Santa Barbara,CA,zip,ZIP:93105,22136.0
41479,6897043,2020,93105,Santa Barbara,CA,zip,ZIP:93105,22016.0
41480,6897043,2021,93105,Santa Barbara,CA,zip,ZIP:93105,21824.0
41481,6897043,2022,93105,Santa Barbara,CA,zip,ZIP:93105,21561.0
41622,6933484,2019,91702,Azusa,CA,zip,ZIP:91702,22136.0
41934,7171247,2021,95961,Olivehurst,CA,zip,ZIP:95961,21824.0
41935,7171247,2022,95961,Olivehurst,CA,zip,ZIP:95961,21561.0
41964,7171255,2019,93555,Ridgecrest,CA,zip,ZIP:93555,22136.0
41965,7171255,2020,93555,Ridgecrest,CA,zip,ZIP:93555,22016.0
41966,7171255,2021,93555,Ridgecrest,CA,zip,ZIP:93555,21824.0
41967,7171255,2022,93555,Ridgecrest,CA,zip,ZIP:93555,21561.0
42448,7804239,2019,92544,Hemet,CA,zip,ZIP:92544,22136.0
42449,7804239,2020,92544,Hemet,CA,zip,ZIP:92544,22016.0
42450,7804239,2021,92544,Hemet,CA,zip,ZIP:92544,21824.0
42451,7804239,2022,92544,Hemet,CA,zip,ZIP:92544,21561.0
42500,7954807,2019,93638,Madera,CA,zip,ZIP:93638,22136.0
42501,7954807,2020,93638,Madera,CA,zip,ZIP:93638,22016.0
42502,7954807,2021,93638,Madera,CA,zip,ZIP:93638,21824.0
42503,7954807,2022,93638,Madera,CA,zip,ZIP:93638,21561.0
42507,7954824,2022,95901,Marysville,CA,zip,ZIP:95901,21561.0
42604,8153407,2019,95361,Oakdale,CA,zip,ZIP:95361,22136.0
42605,8153407,2020,95361,Oakdale,CA,zip,ZIP:95361,22016.0
42606,8153407,2021,95361,Oakdale,CA,zip,ZIP:95361,21824.0
42607,8153407,2022,95361,Oakdale,CA,zip,ZIP:95361,21561.0
42955,9137972,2019,92223,Beaumont,CA,zip,ZIP:92223,22136.0
42956,9137972,2020,92223,Beaumont,CA,zip,ZIP:92223,22016.0
42969,9154560,2019,93927,Greenfield,CA,zip,ZIP:93927,22136.0
42970,9154560,2020,93927,Greenfield,CA,zip,ZIP:93927,22016.0
42971,9154560,2021,93927,Greenfield,CA,zip,ZIP:93927,21824.0
42972,9154560,2022,93927,Greenfield,CA,zip,ZIP:93927,21561.0
42994,9284668,2021,93405,San Luis Obispo,CA,zip,ZIP:93405,21824.0
43288,9866789,2019,94930,Fairfax,CA,zip,ZIP:94930,22136.0
43289,9866789,2020,94930,Fairfax,CA,zip,ZIP:94930,22016.0
43290,9866789,2021,94930,Fairfax,CA,zip,ZIP:94930,21824.0
43291,9866789,2022,94930,Fairfax,CA,zip,ZIP:94930,21561.0
43351,127771,2010,32607,Gainesville,FL,city,CITY:US120015,22192.0
43352,127771,2011,32607,Gainesville,FL,city,CITY:US120015,22310.0
43353,127771,2012,32607,Gainesville,FL,city,CITY:US120015,22437.0
43354,127771,2013,32607,Gainesville,FL,city,CITY:US120015,22463.0
43359,127774,2010,32606,Gainesville,FL,zip,ZIP:32606,22192.0
43360,127774,2012,32606,Gainesville,FL,zip,ZIP:32606,22437.0
43361,127774,2013,32606,Gainesville,FL,zip,ZIP:32606,22463.0
43366,127775,2014,32605,Gainesville,FL,city,CITY:US120015,22411.0
43367,127775,2015,32605,Gainesville,FL,city,CITY:US120015,22391.0
43412,127787,2011,32606,Gainesville,FL,zip,ZIP:32606,22310.0
43419,127789,2011,32608,Gainesville,FL,zip,ZIP:32608,22310.0
43420,127789,2012,32608,Gainesville,FL,zip,ZIP:32608,22437.0
43421,127789,2013,32608,Gainesville,FL,zip,ZIP:32608,22463.0
43422,127789,2014,32608,Gainesville,FL,zip,ZIP:32608,22411.0
43423,127789,2015,32608,Gainesville,FL,zip,ZIP:32608,22391.0
43428,127792,2010,32608,Gainesville,FL,zip,ZIP:32608,22192.0
43437,127793,2014,32606,Gainesville,FL,zip,ZIP:32606,22411.0
43438,127793,2015,32606,Gainesville,FL,zip,ZIP:32606,22391.0
45969,128401,2011,32615,Alachua,FL,zip,ZIP:32615,22310.0
45970,128401,2012,32615,Alachua,FL,zip,ZIP:32615,22437.0
45971,128401,2013,32615,Alachua,FL,zip,ZIP:32615,22463.0
45972,128401,2014,32615,Alachua,FL,zip,ZIP:32615,22411.0
45973,128401,2015,32615,Alachua,FL,zip,ZIP:32615,22391.0
46049,128418,2010,32615,Alachua,FL,zip,ZIP:32615,22192.0
47327,128724,2011,32669,Newberry,FL,zip,ZIP:32669,22310.0
47328,128724,2012,32669,Newberry,FL,zip,ZIP:32669,22437.0
47329,128724,2013,32669,Newberry,FL,zip,ZIP:32669,22463.0
47330,128724,2014,32669,Newberry,FL,zip,ZIP:32669,22411.0
47331,128724,2015,32669,Newberry,FL,zip,ZIP:32669,22391.0
50201,129463,2011,32618,Archer,FL,county,FIPS:12001,22310.0
50202,129463,2012,32618,Archer,FL,county,FIPS:12001,22437.0
50203,129463,2015,32618,Archer,FL,county,FIPS:12001,22391.0
50206,129464,2013,32618,Archer,FL,county,FIPS:12001,22463.0
50207,129464,2014,32618,Archer,FL,county,FIPS:12001,22411.0
50375,129508,2010,32669,Newberry,FL,zip,ZIP:32669,22192.0
63491,132930,2011,32618,Archer,FL,county,FIPS:12007,22310.0
63493,132930,2013,32618,Archer,FL,county,FIPS:12007,22463.0
63495,132930,2015,32618,Archer,FL,county,FIPS:12007,22391.0
63937,133033,2014,32618,Archer,FL,county,FIPS:12007,22411.0
64289,133129,2010,32618,Archer,FL,county,FIPS:12001,22192.0
64360,133156,2012,32618,Archer,FL,county,FIPS:12007,22437.0
66725,133904,2010,32618,Archer,FL,county,FIPS:12007,22192.0
104684,143183,2012,32643,High Springs,FL,zip,ZIP:32643,22437.0
107219,143856,2010,32618,Archer,FL,county,FIPS:12075,22192.0
107221,143856,2012,32618,Archer,FL,county,FIPS:12041,22437.0
107222,143856,2013,32618,Archer,FL,county,FIPS:12075,22463.0
128189,149343,2015,Unknown,Newberry,FL,county,FIPS:12041,22391.0
197879,PM10179953,2018,20016,Washington,DC,zip,ZIP:20016,22273.0
197881,PM10179953,2019,20016,Washington,DC,zip,ZIP:20016,22136.0
197883,PM10179953,2020,20016,Washington,DC,zip,ZIP:20016,22016.0
197884,PM10179953,2020,20016,Washington,DC,city,CITY:US290023,22016.0
197885,PM10179953,2021,20016,Washington,DC,city,CITY:US000001,21824.0
197886,PM10179953,2021,20016,Washington,DC,city,CITY:US290023,21824.0
197887,PM10179953,2022,20016,Washington,DC,city,CITY:US000001,21561.0
197888,PM10179953,2022,20016,Washington,DC,city,CITY:US290023,21561.0
197889,PM10183045,2018,20009,Washington,DC,city,CITY:US000001,22273.0
197890,PM10183045,2018,20009,Washington,DC,city,CITY:US290023,22273.0
197891,PM10183045,2019,20009,Washington,DC,city,CITY:US000001,22136.0
197892,PM10183045,2019,20009,Washington,DC,city,CITY:US290023,22136.0
197893,PM10183045,2020,20009,Washington,DC,city,CITY:US000001,22016.0
197909,PM10290459,2019,20012,Washington,DC,,,22136.0
197911,PM10290459,2020,20012,Washington,DC,,,22016.0
197913,PM10290459,2021,20012,Washington,DC,,,21824.0
197926,PM10386222,2019,20009,Washington,DC,county,FIPS:12001,22136.0
197979,PM10517262,2021,20036,Washington,DC,county,FIPS:12007,21824.0
197981,PM10517262,2022,20036,Washington,DC,county,FIPS:12001,21561.0
198016,PM10523761,2019,20007,Washington,DC,county,FIPS:12007,22136.0
198017,PM10523761,2020,20007,Washington,DC,county,FIPS:12001,22016.0
198086,PM10524052,2022,20002,Washington,DC,zip,ZIP:20002,21561.0
198099,PM10524126,2020,20009,Washington,DC,county,FIPS:12007,22016.0
198101,PM10524126,2021,20009,Washington,DC,county,FIPS:12001,21824.0
198487,PM14009908,2022,20008,Washington,DC,county,FIPS:12007,21561.0
198507,PM1419778,2012,20037,Washington,DC,city,CITY:US000001,22437.0
198508,PM1419778,2012,20037,Washington,DC,city,CITY:US290023,22437.0
198509,PM1419778,2013,20037,Washington,DC,city,CITY:US000001,22463.0
198510,PM1419778,2013,20037,Washington,DC,city,CITY:US290023,22463.0
198511,PM1419778,2014,20037,Washington,DC,city,CITY:US000001,22411.0
198512,PM1419778,2014,20037,Washington,DC,city,CITY:US290023,22411.0
198513,PM1419812,2011,20052,Washington,DC,city,CITY:US000001,22310.0
198514,PM1419812,2011,20052,Washington,DC,city,CITY:US290023,22310.0
198521,PM1419812,2015,20052,Washington,DC,city,CITY:US000001,22391.0
198522,PM1419812,2015,20052,Washington,DC,city,CITY:US290023,22391.0
198523,PM1419812,2016,20052,Washington,DC,city,CITY:US000001,22360.0
198524,PM1419812,2016,20052,Washington,DC,city,CITY:US290023,22360.0
198525,PM1419812,2017,20052,Washington,DC,city,CITY:US000001,22358.0
198526,PM1419812,2017,20052,Washington,DC,city,CITY:US290023,22358.0
198541,PM1448823,2011,20016,Washington,DC,zip,ZIP:20016,22310.0
199141,PM1720876,2016,20004,Washington,DC,county,FIPS:12001,22360.0
199143,PM1720876,2017,20004,Washington,DC,county,FIPS:12007,22358.0
199145,PM1720876,2018,20004,Washington,DC,,,22273.0
199326,PM21600861,2018,20001,Washington,DC,county,FIPS:12001,22273.0
199407,PM2381169,2010,20037,Washington,DC,city,CITY:US000001,22192.0
199408,PM2381169,2010,20037,Washington,DC,city,CITY:US290023,22192.0
199459,PM24328805,2018,20002,Washington,DC,zip,ZIP:20002,22273.0
199461,PM24328805,2019,20002,Washington,DC,zip,ZIP:20002,22136.0
199585,PM2703000,2016,20037,Washington,DC,county,FIPS:12007,22360.0
199587,PM2703000,2017,20037,Washington,DC,county,FIPS:12001,22358.0
199589,PM2703000,2018,20037,Washington,DC,county,FIPS:12007,22273.0
200229,PM3333296,2012,20008,Washington,DC,,,22437.0
200231,PM3333296,2013,20008,Washington,DC,,,22463.0
200390,PM3361435,2017,20037,Washington,DC,,,22358.0
200399,PM3361435,2022,20037,Washington,DC,,,21561.0
200483,PM3417499,2014,20005,Washington,DC,,,22411.0
200485,PM3417499,2015,20005,Washington,DC,,,22391.0
200487,PM3417499,2016,20005,Washington,DC,,,22360.0
200773,PM3490082,2013,20016,Washington,DC,zip,ZIP:20016,22463.0
200775,PM3490082,2014,20016,Washington,DC,zip,ZIP:20016,22411.0
200777,PM3490082,2015,20016,Washington,DC,zip,ZIP:20016,22391.0
200779,PM3490082,2016,20016,Washington,DC,zip,ZIP:20016,22360.0
203650,PM3984144,2015,20002,Washington,DC,zip,ZIP:20002,22391.0
203651,PM3984144,2016,20002,Washington,DC,zip,ZIP:20002,22360.0
203653,PM3984144,2017,20002,Washington,DC,zip,ZIP:20002,22358.0
204342,PM3993836,2022,20016,Washington,DC,zip,ZIP:20016,21561.0
204343,PM3993848,2013,20002,Washington,DC,zip,ZIP:20002,22463.0
204345,PM3993848,2014,20002,Washington,DC,zip,ZIP:20002,22411.0
204359,PM3993848,2021,20002,Washington,DC,zip,ZIP:20002,21824.0
211233,100001,2014,60622,Chicago,IL,city,CITY:US170006,22411.0
211234,100001,2015,60622,Chicago,IL,city,CITY:US170006,22391.0
211235,100001,2016,60622,Chicago,IL,city,CITY:US170006,22360.0
211236,100001,2017,60622,Chicago,IL,city,CITY:US170006,22358.0
211238,100001,2019,60622,Chicago,IL,city,CITY:US170006,22136.0
211239,100001,2020,60622,Chicago,IL,city,CITY:US170006,22016.0
211240,100001,2021,60622,Chicago,IL,city,CITY:US170006,21824.0
211241,100001,2022,60622,Chicago,IL,city,CITY:US170006,21561.0
211520,102232,2019,60657,Chicago,IL,state,FIPS:17,22136.0
211521,102232,2020,60657,Chicago,IL,state,FIPS:17,22016.0
211522,102232,2021,60657,Chicago,IL,state,FIPS:17,21824.0
211523,102232,2022,60657,Chicago,IL,state,FIPS:17,21561.0
211524,102238,2016,60614,Chicago,IL,state,FIPS:17,22360.0
211525,102238,2017,60614,Chicago,IL,state,FIPS:17,22358.0
211526,102238,2018,60614,Chicago,IL,state,FIPS:17,22273.0
211661,103036,2016,60202,Evanston,IL,zip,ZIP:60202,22360.0
211662,103036,2017,60202,Evanston,IL,zip,ZIP:60202,22358.0
213243,117167,2019,60625,Chicago,IL,zip,ZIP:60625,22136.0
213244,117167,2020,60625,Chicago,IL,zip,ZIP:60625,22016.0
213245,117167,2021,60625,Chicago,IL,zip,ZIP:60625,21824.0
216793,236913,2015,60613,Chicago,IL,state,FIPS:17,22391.0
220290,0010/001,2012,94109,San Francisco,CA,city,CITY:US060031,22437.0
220291,0010/001,2013,94109,San Francisco,CA,city,CITY:US060031,22463.0
220292,0010/001,2014,94109,San Francisco,CA,city,CITY:US060031,22411.0
220293,0010/001,2015,94109,San Francisco,CA,city,CITY:US060031,22391.0
220294,0010/001,2016,94109,San Francisco,CA,city,CITY:US060031,22360.0
220295,0010/001,2017,94109,San Francisco,CA,city,CITY:US060031,22358.0
220301,0010/001,2023,94109,San Francisco,CA,city,CITY:US060031,21317.0
220334,0018/001,2011,94133,San Francisco,CA,city,CITY:US060031,22310.0
222902,0291/013,2013,94104,San Francisco,CA,county,FIPS:11001,22463.0
222903,0291/013,2014,94104,San Francisco,CA,county,FIPS:11001,22411.0
222904,0291/013,2015,94104,San Francisco,CA,county,FIPS:11001,22391.0
222905,0291/013,2016,94104,San Francisco,CA,county,FIPS:11001,22360.0
222906,0291/013,2017,94104,San Francisco,CA,county,FIPS:11001,22358.0
222907,0291/013,2019,94104,San Francisco,CA,county,FIPS:11001,22136.0
222908,0291/013,2020,94104,San Francisco,CA,county,FIPS:11001,22016.0
222909,0291/013,2021,94104,San Francisco,CA,county,FIPS:11001,21824.0
222910,0291/013,2022,94104,San Francisco,CA,county,FIPS:11001,21561.0
222911,0291/013,2023,94104,San Francisco,CA,county,FIPS:11001,21317.0
222912,0292/001,2011,94104,San Francisco,CA,county,FIPS:11001,22310.0
222913,0292/001,2012,94104,San Francisco,CA,county,FIPS:11001,22437.0
222937,0293/001,2018,94108,San Francisco,CA,county,FIPS:11001,22273.0
223033,0296/001,2012,94102,San Francisco,CA,zip,ZIP:94102,22437.0
223034,0296/001,2013,94102,San Francisco,CA,zip,ZIP:94102,22463.0
223035,0296/001,2015,94102,San Francisco,CA,zip,ZIP:94102,22391.0
223036,0296/001,2016,94102,San Francisco,CA,zip,ZIP:94102,22360.0
223037,0296/001,2017,94102,San Francisco,CA,zip,ZIP:94102,22358.0
223044,0296/008,2014,94102,San Francisco,CA,zip,ZIP:94102,22411.0
224033,0642/001,2016,94109,San Francisco,CA,state,FIPS:06,22360.0
224034,0642/001,2017,94109,San Francisco,CA,state,FIPS:06,22358.0
226087,3707/051,2021,94105,San Francisco,CA,county,FIPS:17031,21824.0
226129,3707/063,2022,94105,San Francisco,CA,county,FIPS:17031,21561.0
226794,3722/069,2020,94105,San Francisco,CA,county,FIPS:17031,22016.0
226797,3722/071,2011,94105,San Francisco,CA,county,FIPS:17031,22310.0
226798,3722/071,2012,94105,San Francisco,CA,county,FIPS:17031,22437.0
226799,3722/071,2013,94105,San Francisco,CA,county,FIPS:17031,22463.0
226830,3722/076,2015,94105,San Francisco,CA,county,FIPS:17031,22391.0
226831,3722/076,2016,94105,San Francisco,CA,county,FIPS:17031,22360.0
226832,3722/080,2014,94103,San Francisco,CA,county,FIPS:17031,22411.0
226835,3722/080,2017,94103,San Francisco,CA,county,FIPS:17031,22358.0
226857,3724/071,2023,94103,San Francisco,CA,county,FIPS:17031,21317.0
229956,002424000,2017,02121,Boston,MA,city,CITY:US250002,22358.0
229957,002424000,2018,02121,Boston,MA,city,CITY:US250002,22273.0
229958,00548100,2015,02128,Boston,MA,city,CITY:US250002,22391.0
229959,00548100,2016,02128,Boston,MA,city,CITY:US250002,22360.0
229962,00548100,2020,02128,Boston,MA,city,CITY:US250002,22016.0
229969,0103613000,2014,02128,Boston,MA,city,CITY:US250002,22411.0
230595,1000001005,2019,02120,Boston,MA,city,CITY:US250002,22136.0
230692,1001390000,2016,02130,Jamaica Plain,MA,zip,ZIP:02130,22360.0
230693,1001390000,2017,02130,Jamaica Plain,MA,zip,ZIP:02130,22358.0
230694,1001390000,2018,02130,Jamaica Plain,MA,zip,ZIP:02130,22273.0
230695,1001480000,2014,02130,Jamaica Plain,MA,zip,ZIP:02130,22411.0
230696,1001480000,2015,02130,Jamaica Plain,MA,zip,ZIP:02130,22391.0
230700,1001480000,2019,02130,Jamaica Plain,MA,zip,ZIP:02130,22136.0
230701,1001480000,2020,02130,Jamaica Plain,MA,zip,ZIP:02130,22016.0
230757,100565,2021,02119,Boston,MA,city,CITY:US250002,21824.0
230758,100565,2022,02119,Boston,MA,city,CITY:US250002,21561.0
232587,3332229,2013,02210,Boston,MA,city,CITY:US250002,22463.0
232764,4019957,2013,02130,Jamaica Plain,MA,zip,ZIP:02130,22463.0
233348,112217100381,2023,90028,Los Angeles,CA,city,CITY:US060013,21317.0
233367,112217100554,2017,90028,Los Angeles,CA,city,CITY:US060013,22358.0
233470,378368909214,2017,91311,Chatsworth,CA,zip,ZIP:91311,22358.0
233476,378368909214,2023,91311,Chatsworth,CA,zip,ZIP:91311,21317.0
233868,393224906041,2017,91342,Sylmar,CA,zip,ZIP:91342,22358.0
233874,393224906041,2023,91342,Sylmar,CA,zip,ZIP:91342,21317.0
234568,420796894370,2023,91405,Van Nuys,CA,state,FIPS:06,21317.0
234867,424236847386,2016,90024,Los Angeles,CA,city,CITY:US060013,22360.0
235352,428751936958,2016,91342,Sylmar,CA,zip,ZIP:91342,22360.0
237809,470383916364,2018,91042,Tujunga,CA,zip,ZIP:91042,22273.0
237810,470383916364,2019,91042,Tujunga,CA,zip,ZIP:91042,22136.0
237814,470383916364,2023,91042,Tujunga,CA,zip,ZIP:91042,21317.0
239024,10361655,2019,19120,Philadelphia,PA,city,CITY:US420015,22136.0
239025,10361655,2020,19120,Philadelphia,PA,city,CITY:US420015,22016.0
239026,10361655,2021,19120,Philadelphia,PA,city,CITY:US420015,21824.0
239089,1182097,2013,19116,Philadelphia,PA,city,CITY:US420015,22463.0
239090,1182097,2014,19116,Philadelphia,PA,city,CITY:US420015,22411.0
239091,1182097,2015,19116,Philadelphia,PA,city,CITY:US420015,22391.0
239092,1182097,2017,19116,Philadelphia,PA,city,CITY:US420015,22358.0
239115,1273633,2016,19124,Philadelphia,PA,city,CITY:US420015,22360.0
239117,1273633,2018,19124,Philadelphia,PA,city,CITY:US420015,22273.0
239875,4970926,2017,19034,Fort Washington,PA,state,FIPS:42,22358.0
239876,4970926,2018,19034,Fort Washington,PA,state,FIPS:42,22273.0
239877,4970926,2019,19034,Fort Washington,PA,state,FIPS:42,22136.0
242131,1000110014,2010,10004,New York,NY,city,CITY:US360019,22192.0
242132,1000110014,2011,10004,New York,NY,city,CITY:US360019,22310.0
242139,1000110014,2019,10004,New York,NY,city,CITY:US360019,22136.0
242140,1000110014,2020,10004,New York,NY,city,CITY:US360019,22016.0
242141,1000110014,2021,10004,New York,NY,city,CITY:US360019,21824.0
242144,1000160210,2013,10282,New York,NY,city,CITY:US360019,22463.0
244451,1012260055,2019,11216,Brooklyn,NY,city,CITY:US360005,22136.0
244452,1012260055,2020,11216,Brooklyn,NY,city,CITY:US360005,22016.0
244453,1012260055,2021,11216,Brooklyn,NY,city,CITY:US360005,21824.0
247545,1021590005,2019,11415,Kew Gardens,NY,state,FIPS:36,22136.0
247688,1021790199,2020,11022,Great Neck,NY,state,FIPS:36,22016.0
247689,1021790199,2021,11022,Great Neck,NY,state,FIPS:36,21824.0
247806,1022150465,2010,10463,Bronx,NY,state,FIPS:36,22192.0
247809,1022150465,2013,10463,Bronx,NY,state,FIPS:36,22463.0
250879,2042910014,2011,11231,Brooklyn,NY,city,CITY:US360005,22310.0
250882,2042910014,2014,11231,Brooklyn,NY,city,CITY:US360005,22411.0
254138,3061030031,2016,11435,Jamaica,NY,county,FIPS:42101,22360.0
