id,year,zip_code,city,state,request_type,request_id,count,requests,cumulative_sum
3036030025,2018,10705,Yonkers,NY,city,CITY:US360031,3077.0,4.0,10631.0
3036030025,2019,10705,Yonkers,NY,city,CITY:US360031,3121.0,4.0,10635.0
3036030025,2020,10705,Yonkers,NY,city,CITY:US360031,3026.0,4.0,10639.0
3036030025,2021,10705,Yonkers,NY,city,CITY:US360031,3210.0,4.0,10643.0
4002000023,2018,11104,Sunnyside,NY,county,FIPS:36081,1181.0,2.0,10645.0
4002000023,2019,11104,Sunnyside,NY,county,FIPS:36081,1173.0,2.0,10647.0
4002010001,2011,11104,Sunnyside,NY,county,FIPS:36081,1056.0,2.0,10649.0
4002010001,2012,11104,Sunnyside,NY,county,FIPS:36081,1106.0,2.0,10651.0
4002010001,2013,11104,Sunnyside,NY,county,FIPS:36081,1060.0,2.0,10653.0
4002010001,2014,11104,Sunnyside,NY,county,FIPS:36081,1098.0,2.0,10655.0
4002360066,2010,11101,Long Island City,NY,county,FIPS:36081,1038.0,2.0,10657.0
4002360066,2015,11101,Long Island City,NY,county,FIPS:36081,1093.0,2.0,10659.0
4002360066,2016,11101,Long Island City,NY,county,FIPS:36081,1105.0,2.0,10661.0
4002360066,2017,11101,Long Island City,NY,county,FIPS:36081,1134.0,2.0,10663.0
4097110032,2017,11435,Jamaica,NY,county,FIPS:36059,957.0,1.0,10664.0
4097110032,2019,11435,Jamaica,NY,county,FIPS:36059,813.0,1.0,10665.0
4097110032,2021,11435,Jamaica,NY,county,FIPS:36059,964.0,1.0,10666.0
4097110075,2012,11435,Jamaica,NY,county,FIPS:36059,62.0,1.0,10667.0
4097110075,2014,11435,Jamaica,NY,county,FIPS:36059,84.0,1.0,10668.0
4097110075,2016,11435,Jamaica,NY,county,FIPS:36059,424.0,1.0,10669.0
4097110075,2018,11435,Jamaica,NY,county,FIPS:36059,817.0,1.0,10670.0
4097110075,2020,11435,Jamaica,NY,county,FIPS:36059,964.0,1.0,10671.0
4097120161,2010,11370,East Elmhurst,NY,county,FIPS:36059,713.0,1.0,10672.0
4097180002,2013,11435,Jamaica,NY,county,FIPS:36059,88.0,1.0,10673.0
4097180002,2015,11435,Jamaica,NY,county,FIPS:36059,84.0,1.0,10674.0
4097640082,2011,11432,Jamaica,NY,county,FIPS:36059,365.0,1.0,10675.0
2028140073,2019,10457,Bronx,NY,county,FIPS:36085,125.0,1.0,10676.0
2028140073,2020,10457,Bronx,NY,county,FIPS:36085,132.0,1.0,10677.0
2028140073,2021,10457,Bronx,NY,county,FIPS:36085,111.0,1.0,10678.0
2028140082,2017,10457,Bronx,NY,county,FIPS:36085,124.0,1.0,10679.0
2028140082,2018,10457,Bronx,NY,county,FIPS:36085,120.0,1.0,10680.0
